"","sample.id","micromol.cm2.h","Treatment","Genotype","Species","Timepoint","measure"
"27","DL-2-15",0.179366393468278,"Heat","2","DL","Week3","Photo"
"28","DL-2-18",0.723154045042246,"Control","2","DL","Week3","Photo"
"29","DL-2-19",-0.209928503955403,"pH","2","DL","Week3","Photo"
"30","DL-2-20",0.191319934907791,"pH","2","DL","Week3","Photo"
"31","DL-2-21",0.237424951758268,"pH","2","DL","Week3","Photo"
"32","DL-2-22",0.348217749425736,"Heat","2","DL","Week3","Photo"
"33","DL-2-22",0.4144800515536,"Heat","2","DL","Week3","Photo"
"34","DL-2-22",0.309071830411354,"Heat","2","DL","Week3","Photo"
"35","DL-2-22",0.375334132539218,"Heat","2","DL","Week3","Photo"
"36","DL-2-23",0.232942505487559,"Heat","2","DL","Week3","Photo"
"37","DL-2-25",0.611042557509887,"Control","2","DL","Week3","Photo"
"38","DL-2-26",0.560112160476052,"Control","2","DL","Week3","Photo"
"39","DL-2-3",0.192478876349499,"pH","2","DL","Week3","Photo"
"40","DL-2-5",0.320731364165026,"pH","2","DL","Week3","Photo"
"41","DL-2-8",0.107699299702747,"pH","2","DL","Week3","Photo"
"42","DL-2-9",0.657704848281422,"Control","2","DL","Week3","Photo"
"43","DL-3-10",0.218407750061299,"Heat","3","DL","Week3","Photo"
"44","DL-3-11",0.367312131691799,"pH","3","DL","Week3","Photo"
"45","DL-3-12",0.308432990248798,"pH","3","DL","Week3","Photo"
"46","DL-3-13",0.271736065347648,"Heat","3","DL","Week3","Photo"
"47","DL-3-15",0.132803774357337,"Control","3","DL","Week3","Photo"
"48","DL-3-16",0.127526818286516,"pH","3","DL","Week3","Photo"
"49","DL-3-17",0.234040654146924,"pH","3","DL","Week3","Photo"
"50","DL-3-18",0.307463676025089,"pH","3","DL","Week3","Photo"
"51","DL-3-19",0.0870135954733873,"Control","3","DL","Week3","Photo"
"52","DL-3-2",0.126383307813684,"Heat","3","DL","Week3","Photo"
"53","DL-3-24",0.168638429004464,"Control","3","DL","Week3","Photo"
"54","DL-3-25",0.260776732438189,"pH","3","DL","Week3","Photo"
"55","DL-3-26",0.290373749321002,"Heat","3","DL","Week3","Photo"
"56","DL-3-5",0.17353910401275,"Heat","3","DL","Week3","Photo"
"57","DL-3-6",0.708891236511043,"Control","3","DL","Week3","Photo"
"58","DL-4-1",0.592216424869219,"Control","4","DL","Week3","Photo"
"59","DL-4-11",0.181534966509294,"pH","4","DL","Week3","Photo"
"60","DL-4-13",-0.0171342925918822,"Heat","4","DL","Week3","Photo"
"61","DL-4-14",0.468849424217217,"pH","4","DL","Week3","Photo"
"62","DL-4-16",0.207344270241175,"Heat","4","DL","Week3","Photo"
"63","DL-4-17",0.495633797699428,"pH","4","DL","Week3","Photo"
"64","DL-4-18",0.186513021039423,"Control","4","DL","Week3","Photo"
"65","DL-4-19",0.0725769134590428,"Heat","4","DL","Week3","Photo"
"66","DL-4-20",0.222337903134085,"Heat","4","DL","Week3","Photo"
"67","DL-4-21",0.227633022143675,"Control","4","DL","Week3","Photo"
"68","DL-4-22",0.318838398218836,"pH","4","DL","Week3","Photo"
"69","DL-4-24",0.158047249146886,"pH","4","DL","Week3","Photo"
"70","DL-4-26",0.364867564190623,"pH","4","DL","Week3","Photo"
"71","DL-4-3",0.376076002336083,"Control","4","DL","Week3","Photo"
"72","DL-4-4",0.160505132474393,"Control","4","DL","Week3","Photo"
"73","DL-4-7",0.515612802392198,"Control","4","DL","Week3","Photo"
"74","DL-4-9",0.181200940612174,"Heat","4","DL","Week3","Photo"
"75","MD-1-10",0.149853757723263,"pH","1","MD","Week3","Photo"
"76","MD-1-11",0.431688195925272,"pH","1","MD","Week3","Photo"
"77","MD-1-12",0.104811998277632,"Heat","1","MD","Week3","Photo"
"78","MD-1-12",0.0880674397352464,"Heat","1","MD","Week3","Photo"
"79","MD-1-13",0.134777756610897,"pH","1","MD","Week3","Photo"
"80","MD-1-15",0.22421704920826,"Heat","1","MD","Week3","Photo"
"81","MD-1-16",0.0558095735137067,"Heat","1","MD","Week3","Photo"
"82","MD-1-17",0.111729531719601,"Heat","1","MD","Week3","Photo"
"83","MD-1-18",0.138379493054069,"pH","1","MD","Week3","Photo"
"84","MD-1-19",0.65053188678667,"Control","1","MD","Week3","Photo"
"85","MD-1-2",0.072127804535624,"Control","1","MD","Week3","Photo"
"86","MD-1-20",0.568165004300405,"pH","1","MD","Week3","Photo"
"87","MD-1-21",0.0276204527531691,"Heat","1","MD","Week3","Photo"
"88","MD-1-22",0.0763391670145784,"Heat","1","MD","Week3","Photo"
"89","MD-1-24",0.190478187730854,"Control","1","MD","Week3","Photo"
"90","MD-1-3",0.591773084672927,"Control","1","MD","Week3","Photo"
"91","MD-1-5",0.231665351996124,"Heat","1","MD","Week3","Photo"
"92","MD-1-6",-0.171424273472498,"pH","1","MD","Week3","Photo"
"93","MD-2-1",0.232799307172255,"Heat","2","MD","Week3","Photo"
"94","MD-2-10",0.248787057932565,"pH","2","MD","Week3","Photo"
"95","MD-2-12",0.15595693213566,"Heat","2","MD","Week3","Photo"
"96","MD-2-15",-0.048330989142918,"Control","2","MD","Week3","Photo"
"97","MD-2-17",0.432403085042031,"pH","2","MD","Week3","Photo"
"98","MD-2-20",0.0519455238731664,"pH","2","MD","Week3","Photo"
"99","MD-2-22",0.785021422189272,"Control","2","MD","Week3","Photo"
"100","MD-2-23",0.381138014724497,"pH","2","MD","Week3","Photo"
"101","MD-2-23",0.276341019216826,"pH","2","MD","Week3","Photo"
"102","MD-2-23",0.339329822885381,"pH","2","MD","Week3","Photo"
"103","MD-2-23",0.23453282737771,"pH","2","MD","Week3","Photo"
"104","MD-2-24",0.279662103192765,"Control","2","MD","Week3","Photo"
"105","MD-2-25",0.0582790900228673,"pH","2","MD","Week3","Photo"
"106","MD-2-3",0.141859680627448,"Heat","2","MD","Week3","Photo"
"107","MD-2-4",0.285695889278547,"Heat","2","MD","Week3","Photo"
"108","MD-2-5",0.42783765382647,"Control","2","MD","Week3","Photo"
"109","MD-2-6",0.429678141508287,"Control","2","MD","Week3","Photo"
"110","MD-2-8",0.41789259141603,"Control","2","MD","Week3","Photo"
"111","MD-4-1",0.739188444459652,"Control","4","MD","Week3","Photo"
"112","MD-4-10",0.0952448149749826,"Control","4","MD","Week3","Photo"
"113","MD-4-11",0.174516060334007,"Heat","4","MD","Week3","Photo"
"114","MD-4-13",0.723464525711006,"Control","4","MD","Week3","Photo"
"115","MD-4-15",0.267061578439539,"pH","4","MD","Week3","Photo"
"116","MD-4-17",0.440379047357785,"Control","4","MD","Week3","Photo"
"117","MD-4-18",0.122224931290109,"Heat","4","MD","Week3","Photo"
"118","MD-4-19",0.0662439096700688,"Control","4","MD","Week3","Photo"
"119","MD-4-2",0.0942089631511557,"Control","4","MD","Week3","Photo"
"120","MD-4-22",0.100367651050914,"pH","4","MD","Week3","Photo"
"121","MD-4-23",0.0039502822767485,"Heat","4","MD","Week3","Photo"
"122","MD-4-25",0.270872162820911,"pH","4","MD","Week3","Photo"
"123","MD-4-4",-0.0577228493571569,"Heat","4","MD","Week3","Photo"
"124","MD-4-5",-0.0821188755291057,"pH","4","MD","Week3","Photo"
"125","MD-4-6",0.242794479313571,"Heat","4","MD","Week3","Photo"
"126","MD-4-7",0.104580882311566,"Heat","4","MD","Week3","Photo"
"127","MD-4-9",0.192374532323502,"pH","4","MD","Week3","Photo"
"128","MD-5-10",0.223406113394878,"Heat","5","MD","Week3","Photo"
"129","MD-5-11",0.179084730174758,"Heat","5","MD","Week3","Photo"
"130","MD-5-14",1.77292697536633,"Control","5","MD","Week3","Photo"
"131","MD-5-15",0.374388214247345,"Heat","5","MD","Week3","Photo"
"132","MD-5-16",0.1848498230394,"Heat","5","MD","Week3","Photo"
"133","MD-5-20",0.0560314510454272,"Heat","5","MD","Week3","Photo"
"134","MD-5-21",0.205782822558877,"Control","5","MD","Week3","Photo"
"135","MD-5-22",0.147677778468985,"pH","5","MD","Week3","Photo"
"136","MD-5-24",0.0501128943268076,"Control","5","MD","Week3","Photo"
"137","MD-5-25",0.0249170882215833,"pH","5","MD","Week3","Photo"
"138","MD-5-26",0.174237036709761,"pH","5","MD","Week3","Photo"
"139","MD-5-5",0.430293463874395,"Control","5","MD","Week3","Photo"
"140","MD-5-8",0.299299473490303,"Heat","5","MD","Week3","Photo"
"141","MD-5-9",0.355970974304866,"Control","5","MD","Week3","Photo"
