"","sample.id","micromol.cm2.h","Treatment","Genotype","Species","Timepoint","measure"
"118","MD-1-4",-0.31307194259475,"acclimation","1","MD","Week1","Resp"
"119","MD-1-5",-0.237599144675092,"acclimation","1","MD","Week1","Resp"
"120","MD-1-6",-0.64179288253802,"acclimation","1","MD","Week1","Resp"
"121","MD-1-7",-0.518426098968041,"acclimation","1","MD","Week1","Resp"
"122","MD-1-8",-0.484357918569803,"acclimation","1","MD","Week1","Resp"
"123","MD-1-9",-0.504479128392654,"acclimation","1","MD","Week1","Resp"
"124","MD-2-1",-0.126456649263808,"acclimation","2","MD","Week1","Resp"
"125","MD-2-10",-0.38152728903343,"acclimation","2","MD","Week1","Resp"
"126","MD-2-13",-0.790642954202751,"acclimation","2","MD","Week1","Resp"
"127","MD-2-14",-0.417033806831108,"acclimation","2","MD","Week1","Resp"
"128","MD-2-16",-0.299430126714718,"acclimation","2","MD","Week1","Resp"
"129","MD-2-17",-0.265396919630805,"acclimation","2","MD","Week1","Resp"
"130","MD-2-18",-0.373444369618789,"acclimation","2","MD","Week1","Resp"
"131","MD-2-2",-0.235010831821128,"acclimation","2","MD","Week1","Resp"
"132","MD-2-22",-0.545216124792788,"acclimation","2","MD","Week1","Resp"
"133","MD-2-23",-0.416381983230534,"acclimation","2","MD","Week1","Resp"
"134","MD-2-25",-0.337247975343269,"acclimation","2","MD","Week1","Resp"
"135","MD-2-4",-0.373847495628695,"acclimation","2","MD","Week1","Resp"
"136","MD-2-5",-0.614048561022197,"acclimation","2","MD","Week1","Resp"
"137","MD-2-6",-0.39460586575503,"acclimation","2","MD","Week1","Resp"
"138","MD-2-7",-0.408075907330581,"acclimation","2","MD","Week1","Resp"
"139","MD-2-8",-0.614685174470102,"acclimation","2","MD","Week1","Resp"
"140","MD-2-9",-0.404632884213528,"acclimation","2","MD","Week1","Resp"
"141","MD-4-1",-0.505771269364203,"acclimation","4","MD","Week1","Resp"
"142","MD-4-10",-0.324184916833021,"acclimation","4","MD","Week1","Resp"
"143","MD-4-11",-0.11571831737082,"acclimation","4","MD","Week1","Resp"
"144","MD-4-12",-0.672918708899028,"acclimation","4","MD","Week1","Resp"
"145","MD-4-13",-1.37155923424069,"acclimation","4","MD","Week1","Resp"
"146","MD-4-14",-0.374868710536861,"acclimation","4","MD","Week1","Resp"
"147","MD-4-15",-0.355969822380975,"acclimation","4","MD","Week1","Resp"
"148","MD-4-17",-0.463990889698046,"acclimation","4","MD","Week1","Resp"
"149","MD-4-18",-0.462834152151631,"acclimation","4","MD","Week1","Resp"
"150","MD-4-19",-0.289169630363464,"acclimation","4","MD","Week1","Resp"
"151","MD-4-2",-0.364327058612567,"acclimation","4","MD","Week1","Resp"
"152","MD-4-20",-0.191922408369662,"acclimation","4","MD","Week1","Resp"
"153","MD-4-21",-0.374593447799529,"acclimation","4","MD","Week1","Resp"
"154","MD-4-23",-0.459989027556728,"acclimation","4","MD","Week1","Resp"
"155","MD-4-24",-0.197284548206238,"acclimation","4","MD","Week1","Resp"
"156","MD-4-25",-0.606808133616049,"acclimation","4","MD","Week1","Resp"
"157","MD-4-26",-0.321427672311788,"acclimation","4","MD","Week1","Resp"
"158","MD-4-3",-0.480682504577576,"acclimation","4","MD","Week1","Resp"
"159","MD-4-4",-0.910393658609311,"acclimation","4","MD","Week1","Resp"
"160","MD-4-5",-0.4838286016059,"acclimation","4","MD","Week1","Resp"
"161","MD-4-6",-0.550319896060322,"acclimation","4","MD","Week1","Resp"
"162","MD-4-7",-0.455986967634536,"acclimation","4","MD","Week1","Resp"
"163","MD-4-8",-0.468442805672896,"acclimation","4","MD","Week1","Resp"
"164","MD-4-9",-0.448616138288972,"acclimation","4","MD","Week1","Resp"
"165","MD-5-1",-0.641097824141304,"acclimation","5","MD","Week1","Resp"
"166","MD-5-10",-0.340473152343127,"acclimation","5","MD","Week1","Resp"
"167","MD-5-11",-0.453501812145449,"acclimation","5","MD","Week1","Resp"
"168","MD-5-12",-0.35818665367254,"acclimation","5","MD","Week1","Resp"
"169","MD-5-13",-0.418988956565473,"acclimation","5","MD","Week1","Resp"
"170","MD-5-14",-0.960329818500545,"acclimation","5","MD","Week1","Resp"
"171","MD-5-15",-0.54032391065276,"acclimation","5","MD","Week1","Resp"
"172","MD-5-16",-0.374614196976717,"acclimation","5","MD","Week1","Resp"
"173","MD-5-17",-0.292591641047338,"acclimation","5","MD","Week1","Resp"
"174","MD-5-2",-0.334691892072192,"acclimation","5","MD","Week1","Resp"
"175","MD-5-20",-0.253822299164553,"acclimation","5","MD","Week1","Resp"
"176","MD-5-21",-0.421603667054514,"acclimation","5","MD","Week1","Resp"
"177","MD-5-22",-0.251714442191128,"acclimation","5","MD","Week1","Resp"
"178","MD-5-23",-0.405934661717372,"acclimation","5","MD","Week1","Resp"
"179","MD-5-24",-0.161431212342887,"acclimation","5","MD","Week1","Resp"
"180","MD-5-25",-0.472315855864802,"acclimation","5","MD","Week1","Resp"
"181","MD-5-26",-0.625622913344555,"acclimation","5","MD","Week1","Resp"
"182","MD-5-3",-0.259726097609156,"acclimation","5","MD","Week1","Resp"
"183","MD-5-4",-0.192517384530789,"acclimation","5","MD","Week1","Resp"
"184","MD-5-5",-0.347257083281932,"acclimation","5","MD","Week1","Resp"
"185","MD-5-6",-0.313345347692426,"acclimation","5","MD","Week1","Resp"
"186","MD-5-7",-0.279471703919971,"acclimation","5","MD","Week1","Resp"
"187","MD-5-8",-0.411572414379539,"acclimation","5","MD","Week1","Resp"
"188","MD-5-9",-0.195186450302283,"acclimation","5","MD","Week1","Resp"
